id,timestamp,user_id,product_id,category,subcategory,value,quantity,price,discount,region,country,is_weekend,rating,description
1,2020-01-01 00:00:00,235,127,B,sub_11,85.09375172991986,7,107.81769488447897,0.18879397558090072,Central,USA,False,4.1799933259359845,average product excellent poor product service quality
2,2020-01-01 01:00:00,69,183,B,sub_13,37.92866902451506,9,56.90790527727009,0.0710053864947931,Central,France,False,3.2936361965364247,excellent poor product good excellent excellent excellent excellent service
3,2020-01-01 02:00:00,447,119,D,sub_8,130.36919845398705,8,74.2597250578424,0.18080005191145862,East,UK,False,2.649718465048299,product average product excellent product average product service excellent
4,2020-01-01 03:00:00,610,73,D,sub_14,133.10013242421644,2,55.43320377729609,0.36291538112741356,North,Mexico,False,3.6812813241966187,product poor average average
5,2020-01-01 04:00:00,8,40,A,sub_18,0.009327237097523203,5,210.84847618692626,0.4335218835234367,East,France,False,3.4976741988091655,excellent quality excellent excellent quality service excellent poor quality product
6,2020-01-01 05:00:00,462,204,A,sub_14,186.96292145091522,8,43.67734001457532,0.3301174905178232,North,USA,False,3.8782151073780367,service good good excellent service service quality quality excellent
7,2020-01-01 06:00:00,311,465,C,sub_16,25.3065155571336,5,119.76266074542683,0.4396607573215054,East,USA,False,4.860588278390155,service quality good service excellent excellent quality
8,2020-01-01 07:00:00,134,96,A,sub_15,337.86518788807075,3,75.59141261521583,0.40752496322845533,West,USA,False,3.208405107599543,product service service quality quality poor quality product
9,2020-01-01 08:00:00,385,279,D,sub_20,235.84288079763843,5,15.810448399679567,0.3242004775431436,West,Germany,False,2.9682759087180153,quality poor service good average poor product
10,2020-01-01 09:00:00,56,143,D,sub_7,21.15350032994943,5,19.97098437413267,0.22977723979603668,West,UK,False,1.9438176794491038,product average quality quality product excellent product product excellent product
11,2020-01-01 10:00:00,993,115,A,sub_8,101.15233305868472,3,51.582707088688636,0.20185085530506428,East,Germany,False,1.4880030190154399,average average product good poor product quality
12,2020-01-01 11:00:00,360,476,C,sub_6,35.14760615919981,4,34.46498517799109,0.26384349951317676,East,USA,False,2.048421241277616,product poor quality service poor
13,2020-01-01 12:00:00,971,372,D,sub_13,10.8681730744968,5,70.7690567986957,0.42887156146542965,North,Germany,False,4.711083313068376,average poor average quality excellent
14,2020-01-01 13:00:00,114,486,C,sub_17,207.14918492194374,7,38.282779657733265,0.2046661065478578,Central,France,False,4.937796970411499,service service average average quality average poor average good
